Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
While THE BAT PEOPLE has been seen with the title Its Alive the two movies are not at all related.,0.111313,0.105931,0.014948,0.29335,0.352326,Sadness
Mark Frechette stars as Mark a college radical leftist.,0.109265,0.015872,0.056678,0.531661,0.142875,Joy
Mark is accused of killing a cop during a campus riot and he flees all the way to the desert.,0.683617,0.257105,0.123713,0.004094,0.129113,Anger
He does so by stealing a small plane at the local airport and flies it himself.,0.327435,0.116753,0.277588,0.008121,0.433766,Sadness
Once out flying over the desert Mark spots a car from the air.,0.365938,0.250541,0.413441,0.05058,0.066831,Fear
A young woman named Daria steps out and sees Mark circling in the plane.,0.088075,0.227344,0.097679,0.357371,0.136718,Joy
Mark swoops the plane very low several times causing Daria to duck or get hit.,0.272694,0.171782,0.258788,0.008408,0.457439,Sadness
When he lands he becomes acquainted with Daria who is strangely charmed by Marks aerial highjinks.,0.122077,0.025101,0.09438,0.439988,0.175713,Joy
After engaging in soulful conversation for hours Mark and Daria get naked and make love in the sand.,0.043181,0.03755,0.035154,0.679972,0.084764,Joy
But with Mark evading the law they realize that he needs to keep running.,0.227275,0.147955,0.381163,0.01597,0.3733,Fear
So Mark and Darias brief tryst is quite poignant because it doesnt get to develop into a fullblown romance.,0.250158,0.050663,0.157962,0.191323,0.307498,Sadness
Zabriski Point was the Eraserhead of the early 70s.,0.304945,0.060716,0.175243,0.151432,0.300195,Anger
Both films have a rambling vague quality along with complicated meanings and characters.,0.278755,0.145636,0.209749,0.196845,0.156215,Anger
Frechette was as reckless in person as his character was in this film.,0.232518,0.514465,0.124809,0.086189,0.141576,Disgust
A few years after making Zabriski Point Frechette robbed a bank in real life.,0.213093,0.177576,0.076847,0.0456,0.566859,Sadness
While serving his prison sentence Mark died an ignoble death.,0.049712,0.294674,0.07117,0.000897,0.706895,Sadness
He was killed by a 150 lb.,0.238296,0.111586,0.150628,0.11756,0.402795,Sadness
weight which fell on him when he was weightlifting.,0.066495,0.044263,0.37671,0.08344,0.431282,Sadness
The best thing about this movie was the splendid cinematography and special visual effects.,0.01161,0.008455,0.032111,0.818726,0.046894,Joy
The incredible slowmotion scenes of debris floating in the air after an explosion were a stroke of genius.,0.246791,0.547553,0.076742,0.088108,0.129716,Disgust
Although not as groundbreaking a film as Easy Rider was Zabriski Point still resonated with the early 70s counterculture.,0.164475,0.131809,0.085052,0.336892,0.181632,Joy
I recommend it for those who like avantguard films which showcase the upheaval of the youth rebellion during the early 70s.,0.211697,0.252677,0.158467,0.227645,0.12475,Disgust
This twopart TV miniseries isnt as good as the original from 1966 but its solid.,0.157995,0.10753,0.188957,0.022219,0.611783,Sadness
That was important because in the book and in the original movie the home is very much a character itself.,0.129427,0.031296,0.064358,0.453666,0.176468,Joy
This remake was filmed in Canada which I guess doubles okay for Kansas.,0.238443,0.100089,0.133265,0.102291,0.445383,Sadness
The story tries to be as sympathetic to Perry as it dares to and Eric Roberts plays him as a somewhat fey person his homosexuality barely hidden.,0.324101,0.315864,0.077914,0.021077,0.427346,Sadness
The gentler take by Roberts doesnt quite work in the end though because its hard to believe that his version of Perry Smith would just finally explode in a spasm of murder.,0.380179,0.08616,0.259054,0.002973,0.438489,Sadness
Whereas Robert Blakes take on Smith left you no doubt that his Perry Smith was an extremely dangerous character.,0.273201,0.099277,0.391456,0.011362,0.376247,Fear
Anthony Edwards was excellent as the bombastic bigmouthed and ultimately cowardly Dick Hickcock the brains of the outfit.,0.108515,0.233804,0.162023,0.304052,0.118477,Joy
His performance compares very well to Scott Wilsons role in the original movie.,0.037006,0.129966,0.04293,0.376273,0.268864,Joy
Since this is a longer movie it allows more time to develop the Clutter family and in this regard I think the 1996 movie has an advantage.,0.095844,0.144204,0.041244,0.252605,0.365079,Sadness
The Clutters are just an outstanding decent family.,0.088755,0.091615,0.04073,0.432948,0.202856,Joy
Theyve never harmed another soul and it is just inexplicable that such a decent family is ultimately massacred in such a horrifying way.,0.339394,0.182415,0.138678,0.046742,0.404503,Sadness
It still boggles my mind that after the Clutters were locked in the bathroom that Herb Clutter didnt force out the window so at least his children would have a chance to escape.,0.248301,0.316036,0.226363,0.005186,0.396708,Sadness
This movie has the thought occur to him but too late.,0.140626,0.04454,0.35805,0.099385,0.364891,Sadness
But it mightve bought time for some of the Clutters to escape.,0.37385,0.03786,0.158964,0.166734,0.242708,Anger
Why the Clutters didnt try this I have no idea.,0.163808,0.07229,0.345864,0.013515,0.521091,Sadness
Fans of the book will recognize that this movie takes a lot of liberties with how the crime is committed but not too serious.,0.134361,0.327022,0.03711,0.122712,0.396364,Sadness
Still its distracting to viewers like me who have read tons about the case.,0.217881,0.345527,0.122118,0.043355,0.396322,Sadness
The actors playing the cops led by Sam Neill and Leo Rossi are uniformly excellent much better I think as a group than the actors in the original movie.,0.059823,0.109442,0.14684,0.348297,0.207357,Joy
They know that to secure the noose around the necks of both of them they have to get them to confess.,0.217082,0.088022,0.376523,0.024668,0.411342,Sadness
And the officers come to the interview impeccably prepared.,0.078491,0.556578,0.272418,0.113251,0.035982,Disgust
They had already discovered the likely alibi the phony story of going to Fort Scott and had debunked every jot of it.,0.205774,0.241256,0.179815,0.006727,0.525792,Sadness
The officers then let Smith  Hickcock just walk into their trap.,0.211462,0.558537,0.223514,0.027338,0.152001,Disgust
Hickcock is a b.,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
artist who figures he can convince anyone of anything and the officers respectfully let him tell his cover story.,0.223459,0.579761,0.085512,0.029289,0.235223,Disgust
But when they lower the boom on him he shatters very quickly.,0.147651,0.050023,0.185268,0.073341,0.559782,Sadness
Supposedly Hickcock later stated that the real reason for the crime wasnt to steal money from the Clutters but to rape Nancy Clutter.,0.439743,0.431675,0.04403,0.003241,0.29338,Anger
At least she was spared that degradation.,0.151341,0.116626,0.217634,0.001972,0.641399,Sadness
The actors playing the Clutters are very good Kevin Tighe as Herb Clutter in particular.,0.056205,0.047982,0.062775,0.512137,0.170335,Joy
The story sensitively deals with Mrs. Clutters emotional problems most likely clinical depression and Mrs. Clutter displays remarkable inner strength when she firmly and strongly demands that the killers leave her daughter alone.,0.048729,0.006988,0.034184,0.002585,0.943816,Sadness
From what Ive read the Clutters surviving family was particularly bothered by how Bonnie Clutter was portrayed in the book claiming it was entirely untrue.,0.33942,0.206868,0.202941,0.022888,0.384044,Sadness
But as an aside both of the killers related to the police how Mr. Clutter asked them to not bother his wife because of her long illness.,0.341492,0.20326,0.187951,0.001273,0.455676,Sadness
Capote might make up that fiction to make the character of Bonnie more interesting but certainly the killers had no reason to falsely portray Mrs. Clutter and no doubt much of the conversation in the book duplicated in the movies is right off the taped confessions of the killers.,0.316014,0.073469,0.145609,0.073082,0.440217,Sadness
So it wouldve been nonsensical for Herb to have said that and not have it be true.,0.112929,0.208759,0.069402,0.181713,0.381277,Sadness
This movie is the biggest waste of nine dollars that Ive spent in a very very long time.,0.085121,0.404757,0.060506,0.026445,0.530557,Sadness
unfortunately the movie is none of these.,0.077904,0.042377,0.262677,0.027134,0.646905,Sadness
From the cinematography to the script to the acting this movie is a complete flop.,0.482831,0.367586,0.131851,0.049534,0.125152,Anger
Why is it so bad you might be asking yourself.,0.354424,0.096489,0.476268,0.000889,0.257586,Fear
Let me tell you.,0.405837,0.340325,0.129129,0.086416,0.153959,Anger
The movie was neither mysterious nor suspenseful.,0.086365,0.060888,0.107462,0.441028,0.162389,Joy
Nothing about the movie made me the least bit on edge frightened or curious.,0.06757,0.050172,0.787328,0.022748,0.126469,Fear
The script was at best laughable.,0.17808,0.191921,0.164133,0.35703,0.036343,Joy
There were numerous times throughout the film where the dialogue was just so ridiculous I began to write it off as comic relief only to find out a few seconds later that it wasnt.,0.45901,0.124042,0.266345,0.129682,0.069715,Anger
The acting was absolutely dreadful.,0.233314,0.523306,0.106471,0.046928,0.227983,Disgust
I like Nicholas Cage but this was a miss.,0.065593,0.040473,0.228379,0.003046,0.739956,Sadness
Without exception every performance in this movie was incredibly below average.,0.071454,0.110716,0.087827,0.373668,0.220563,Joy
The cinematography was awful with not one moment of suspense or mystique.,0.322448,0.120367,0.332635,0.000847,0.404495,Sadness
Finally the story is completely transparent.,0.157476,0.064943,0.016686,0.495363,0.136497,Joy
You can see the end of this movie coming a mile away.,0.054579,0.09029,0.179753,0.078506,0.592731,Sadness
I am not usually a very harsh critic.,0.204419,0.166859,0.209105,0.091861,0.378633,Sadness
Frankly when I go to see a comedy I want to laugh and when I go to see a mysterysuspensehorror I just want to be surprised.,0.033015,0.075401,0.177576,0.345329,0.225068,Joy
This movie was boring poorly acted poorly written and an overwhelming disappointment.,0.122281,0.068504,0.149416,0.001176,0.755632,Sadness
Do yourself a favor and go see something else.,0.068104,0.079117,0.193497,0.229836,0.328453,Sadness
I cherish each and every frame of this beautiful movie.,0.027536,0.017448,0.057847,0.669703,0.096676,Joy
It is about regular people people we all know who suffer a little in their life and have some baggage to carry around.,0.132235,0.102282,0.12999,0.017618,0.698954,Sadness
Just like all of us.,0.065148,0.241921,0.037407,0.277989,0.28178,Sadness
Robert DeNiro Ed Harris and Kathy Baker breathe life into their portrayals and are all excellent but Harris is especially heartbreaking and therefore very real.,0.04238,0.050895,0.108507,0.408247,0.232809,Joy
You would swear he really is a trucker who drinks so he wont have to feel anything.,0.191815,0.130687,0.330797,0.000674,0.502398,Sadness
Baker as his putupon sister also has some delicate moments  when DeNiro gives her flowers in one scene it seems like she was never given flowers before and probably wasnt.,0.052355,0.245061,0.084404,0.160482,0.417892,Sadness
Im so glad I happened to see this video at the store.,0.044256,0.057147,0.042572,0.421645,0.268017,Joy
I was looking for some happy movies and this one turned out to be a true gem.,0.006206,0.012565,0.020231,0.851186,0.04054,Joy
I loved that the movie a love story of sorts wasnt about some beautiful twentysomethings.,0.006981,0.013769,0.004287,0.818617,0.069331,Joy
rather its a story of some beautiful sixtysomethings who used used to be twentysomethings.,0.019069,0.051486,0.020518,0.547688,0.198666,Joy
Its a good well written and wonderfully acted story with fabulous WWII band music thrown in as well.,0.018599,0.008702,0.020484,0.852599,0.033935,Joy
Its also got a delightful surprise in it for Scottish castle lovers.,0.036383,0.11758,0.071237,0.556659,0.091393,Joy
It left me smiling and ready to watch it again which I did a couple more times before I turned it in.,0.048576,0.019286,0.048408,0.582374,0.150412,Joy
I highly recommend it.,0.306971,0.081935,0.164068,0.317151,0.058888,Joy
It surprises me that I actually got the courage to watch the bio flick or flicks Che Parts 1  2. Why Because if my Cuban exile parents would ever found out I saw this movie about this despicable mass murderer of the Cuban revolution I would be grounded for life.,0.165628,0.763912,0.036951,0.021647,0.125967,Disgust
Hey wait I am an adult they cant ground me no mas.,0.219723,0.047637,0.191125,0.042031,0.564908,Sadness
Director Steven Soderbergh and newbie commie sorry Steven but I had to take Soder shots here divides the movie in two partes on Commander Ernesto Che Guevaras revolutionary life.,0.144189,0.181817,0.212138,0.027069,0.542494,Sadness
Che Part 1 presents how Che in the mid 1950s joined Fidel Castros guerilla crew in their revolutionary quest to overthrow Cuban President Fulgencio Batistas regime.,0.092037,0.210394,0.135616,0.406402,0.058148,Joy
which as we all know was a revolutionary success for them but a gargantuan guerilla disaster to many Cubans as it revolted into Communism.,0.159727,0.192518,0.288496,0.129142,0.247839,Fear
Che Part 2 presents Che trying to revolutionize the TShirt industry by pitching TShirts with his appalling bearbado face to TShirt manufacturers.,0.084375,0.473668,0.178308,0.141744,0.15032,Disgust
In fact Che ended up being dead meat enchelada when he was captured and killed by the Bolivian militia in 1967.,0.240817,0.378328,0.07108,0.000744,0.496164,Sadness
That is where I think Soderbergh executed a cinematic injustice by not showing the viewers how atrocious Guevara really was.,0.444321,0.234908,0.123751,0.0076,0.380307,Anger
I did decide to see Che in hopes that Soderbergh would not glamorize him but instead present how disturbed he really was.,0.167821,0.308967,0.106403,0.135271,0.303909,Disgust
Unfortunately Soderbergh did not do the latter and sadly decided to present Guevara as a Revolutionary hero which he was not.,0.061315,0.083959,0.068093,0.030483,0.791552,Sadness
He was a sick man who thank God is now probably at the bottom of the devil barrel.,0.077286,0.400591,0.169941,0.073087,0.348249,Disgust
Now I do have to be an objectivistic reviewer and must admit that Benicio Del Toros performance as Che was extremely commanding and worthy of merit.,0.129647,0.263022,0.122473,0.232808,0.202418,Disgust
And that Demian Bichir was a haunting deadringer as Fidel Castro in his meticulous performance.,0.045035,0.150583,0.05769,0.414374,0.194731,Joy
But the rest of the cast of Che was primarily comprised of mediocre performances of actors portraying Guerilla soldiers.,0.192047,0.240698,0.214038,0.046964,0.411332,Sadness
Man the ending of this film is so terribly unwatchable and dated that my entire film aesthetics class laughed like crazy.,0.112966,0.278938,0.066642,0.268714,0.202322,Disgust
Now most of the rest of the film was okay.,0.260146,0.357743,0.161427,0.139293,0.13552,Disgust
It had a few unintentionally funny scenes but had a few real good camera shots and editing.,0.228208,0.43515,0.266126,0.071341,0.12483,Disgust
Yes Alderich is a great director who made FLight Of The Phoenix and Whatever Happened TO Baby Jane among others.,0.050294,0.041378,0.009142,0.608811,0.146805,Joy
The problem isnt with direction acting or anything technical.,0.36366,0.084183,0.145073,0.011025,0.537677,Sadness
The movie is just destroyed in the third act.,0.550711,0.123267,0.071169,0.026221,0.360367,Anger
For all the complaints about Burtons Planet of the Apes THe life of David Gale or Notorious I think THIS is the worst ending ever.,0.659075,0.267364,0.108845,0.004617,0.159444,Anger
What a let down.,0.202465,0.426856,0.182683,0.155514,0.073584,Disgust
Baba  Rajinikanth will never forget this name in his life.,0.050317,0.136285,0.080557,0.460087,0.138915,Joy
This is the movie which caused his downfall.,0.156647,0.031356,0.28047,0.100056,0.434372,Sadness
It was released with much hype but crashed badly and laid to severe financial losses for its producers and distributors.,0.13914,0.04298,0.245969,0.000776,0.680973,Sadness
Rajinikanth had to personally repay them for the losses incurred.,0.150119,0.124739,0.039251,0.004259,0.781622,Sadness
Soon after its release he tried venturing into politics but failed miserably.,0.192512,0.103963,0.167196,0.002816,0.663251,Sadness
Its a very bad movie with horrible acting badquality makeup and pathetic screenplay.,0.239374,0.376528,0.059264,0.000543,0.509777,Sadness
Throughout the movie Rajinikanth looks like a person suffering from some disease.,0.129422,0.119003,0.192993,0.004825,0.667793,Sadness
Im one of the unfortunate souls who saw Baba first day first show in theatre.,0.037795,0.264422,0.097443,0.227926,0.297208,Sadness
The audiences were so bored that most of them left the theatre before the intermission.,0.07618,0.053204,0.240433,0.002374,0.7198,Sadness
Sorry Ill not recommend this one to anyone.,0.095922,0.240644,0.340335,0.001165,0.479561,Sadness
Dennis Hopper and JT Walsh steal the show here.,0.555799,0.293297,0.046371,0.029664,0.240246,Anger
Cage and Boyle are fine but what gives this neonoir its juice is Hoppers creepy violent character and JT Walshs sneakiness.,0.162863,0.148602,0.577028,0.017133,0.230424,Fear
A drifter gets mistaken for a hitman and tries to make a little dough out of it but gets in over his head.,0.312297,0.310893,0.193503,0.040452,0.294465,Anger
I found a strange parallel in the opening scene of this movie when Cage walks into a trailer in Wyoming to get drilling work with the help of his buddy.,0.036324,0.033973,0.436655,0.064686,0.431869,Fear
and the opening scene in Brokeback Mountain when the character does the same thing But thats another story.,0.172426,0.444617,0.072678,0.069136,0.334953,Disgust
Dennis Hopper is at his best here.,0.004363,0.003665,0.007635,0.947147,0.011742,Joy
cocky onestepahead villainous seething and explosively violent.,0.578612,0.296157,0.184467,0.018546,0.121976,Anger
JT Walsh RIP is also great as the man with a dark past trying to live legitimately well almost.,0.010047,0.058478,0.293116,0.032484,0.636929,Sadness
There are only 4 real characters of note here with the exception of the hardworking deputy in the town of Red Rock Wyoming.,0.151297,0.162061,0.043286,0.390927,0.145583,Joy
The first twist hits early on and from there its a nice neonoir adventure in some sleepy little town.,0.028388,0.033551,0.084554,0.533675,0.161582,Joy
The message of this movie is personality is more important than beauty.,0.060631,0.00911,0.021855,0.715857,0.080259,Joy
Jeanine Garofalo is supposed to be the ugly duckling but the funny thing is that shes not at all ugly actually shes a lot more attractive than Uma Thurman the friend who looks like a model.,0.047804,0.703487,0.045456,0.024057,0.274673,Disgust
I loved this movie.,0.024997,0.021061,0.025721,0.761271,0.066403,Joy
First because it is a family movie.,0.04692,0.068509,0.017466,0.59148,0.135692,Joy
Second because it offers a refreshing take on dealing with the news of HIV in a family with far less hysteria than what I have normally seen in the movies.,0.173479,0.192404,0.195161,0.087455,0.395051,Sadness
The brothers are very close yet are not judgmental.,0.328254,0.087193,0.137493,0.042016,0.499779,Sadness
Their desire to protect the youngest brother is noble but not needed in the end.,0.075504,0.154409,0.038813,0.521099,0.09145,Joy
I understand that Leos choice on how to deal with his treatment may not have been the most popular one with people but I believed it was the right choice for him.,0.206881,0.198285,0.049474,0.21645,0.284323,Sadness
I cant believe that this was a french television programme.,0.17808,0.363794,0.161378,0.064754,0.336778,Disgust
It had great production values.,0.039889,0.029045,0.053768,0.677641,0.078793,Joy
I gave this movie a ten and I think you will too once you have seen it.,0.071111,0.13727,0.157603,0.296426,0.229702,Joy
This week I just thought it would be fun to catch up with Corey Haim with just having seen the two Lost Boys films last week and all.,0.087535,0.114759,0.069923,0.290069,0.318884,Sadness
Not that Im a fanboy  not by far  but I did like those two Coreys in some films back in my early teen days.,0.067451,0.138698,0.129495,0.170348,0.429988,Sadness
So I prepared myself for three films starring him.,0.160086,0.304002,0.088236,0.328389,0.057713,Joy
But I managed to struggle my way through this film first.,0.116402,0.140127,0.377692,0.141888,0.217721,Fear
I had the impression it desperately wanted to play in the same league as Ferris Buellers Day Off 1986 but got caught up in its own delusions.,0.141219,0.121817,0.157672,0.046535,0.590693,Sadness
Practically the whole film it wants to be a comedy and near the end it hopelessly tries to be a thriller.,0.186081,0.298348,0.215204,0.062865,0.338162,Sadness
The only good thing about Dream Machine is the premise A dead body in the trunk of a Porsche.,0.291427,0.118588,0.143764,0.296705,0.08937,Joy
All the rest fails so badly its embarrassing.,0.349187,0.284315,0.130055,0.000298,0.438086,Sadness
Even the most for Haim.,0.08171,0.474622,0.053725,0.024332,0.481317,Sadness
I can dig him being his young enthusiastic self but at least when he comes with some form of directorial guidelines.,0.1516,0.093395,0.192196,0.141403,0.399365,Sadness
This clearly wasnt the case in Dream Machine.,0.129311,0.159553,0.169557,0.052953,0.54876,Sadness
So we have a perfect car yes that black Porsche.,0.103801,0.018033,0.045064,0.703288,0.032584,Joy
Haims perfect girlfriend Just a blonde chick who hardly has any lines in the film.,0.057872,0.048917,0.009062,0.641957,0.113149,Joy
The perfect murder.,0.137926,0.097254,0.022347,0.618272,0.0305,Joy
Dont think they could have made this flick any lamer if they tried.,0.127566,0.191415,0.301571,0.036249,0.44739,Sadness
A stupid unfunny film with a story that leads to nowhere directed by a director that doesnt know how to direct his cast.,0.302777,0.254099,0.211718,0.005338,0.417786,Sadness
Great accomplishmentOne last question for Mr. Haim Whos idea was it to have you smile directly into the camera in that last shot of the movie Yours or the directors So not done.,0.02802,0.03925,0.036999,0.57675,0.164287,Joy
By all the fawning people have been doing over Miike and his work.,0.107094,0.384403,0.185677,0.038203,0.409076,Sadness
I sat through this flick tonight.,0.135801,0.154166,0.140069,0.045053,0.592443,Sadness
I figured if its half as good as Ringu as I assumed from these comments it might be than it will be worth my time.,0.199044,0.071692,0.17321,0.400145,0.055252,Joy
No such luck.,0.075624,0.03244,0.195927,0.066046,0.628366,Sadness
Im all for finding the next great director or writer but I dont think Miike is the one.,0.072049,0.045639,0.142479,0.517635,0.089144,Joy
I dont have an NYU Masters of Fine Arts but I do know this much a horror movie has to have pacing.,0.020591,0.091013,0.677093,0.083856,0.120031,Fear
It also has to give the viewer more credulity than this movie does.,0.06934,0.152218,0.133319,0.342038,0.188233,Joy
This films pacing had me shaking my head.,0.133502,0.365174,0.084789,0.037863,0.488936,Sadness
Some of the scenes near the end dragged so badly I went to the fridge and lingered there while Kou Shibasaki stared at the camera for seemingly minutes on end eyes wide and mouth agape.,0.079006,0.486087,0.127002,0.003871,0.463529,Disgust
A famous director once made the claim and Im paraphrasing a movie could be made by turning the camera on a beautiful woman and letting it roll.,0.056144,0.300593,0.063209,0.204692,0.320853,Sadness
Kou is not a good enough actress to make that work.,0.165149,0.074301,0.367642,0.111501,0.291319,Fear
She stares paralyzed at the undead girl for more scenes than I care to remember.,0.018767,0.353655,0.348679,0.086764,0.240829,Disgust
And she isnt the only one doing an impersonation of a deer in headlights.,0.187821,0.109832,0.213651,0.104074,0.402749,Sadness
other cast members apparently feel the need to imitate this nonperformance.,0.084052,0.181459,0.25006,0.006368,0.604586,Sadness
The script gives them little room to do much else for far too much of the time.,0.33192,0.207748,0.401815,0.041493,0.172724,Fear
I like Asian cinema.,0.088448,0.11137,0.034572,0.508948,0.126858,Joy
Chakushin Ari I could have done without.,0.091754,0.206082,0.344102,0.015189,0.466631,Sadness
to moviethis movie felt like one of those after school specialsonly lower budget and lower everything else.,0.126977,0.147611,0.183779,0.007297,0.655262,Sadness
i guess this was supposed to an inspirational movie of some sortbut it didnt work for me.,0.14032,0.028474,0.250973,0.004728,0.672912,Sadness
yet some how it comes across as preachy.,0.059838,0.096212,0.25419,0.074503,0.530288,Sadness
it has very pale shades of Flash Dancebut so whatthere just isnt any excitement in this movie.,0.130421,0.030287,0.052762,0.268708,0.388776,Sadness
the dialogue is contrived and clichd to death. of coursethe whole movie feels like a bad 80s clich.,0.072176,0.136442,0.23647,0.001617,0.670023,Sadness
the acting was less than stellarthough that has a lot to do with what the actors were givenor in this casenotto work with.,0.152792,0.053508,0.399352,0.045514,0.416772,Sadness
on top of that is the poor song choiceswith really bad lyrics.,0.164013,0.137595,0.270079,0.00204,0.570477,Sadness
i felt embarrassed for all the actors involved.,0.031646,0.612661,0.141811,0.012577,0.329847,Disgust
they are all talentedbut you cant tell from this movie.,0.3,0.136574,0.162177,0.150431,0.265719,Anger
this is just my opinion of coursebut i have to give Flying AKA Dream to Believe a 110.,0.139683,0.102818,0.131604,0.404689,0.109307,Joy
Man was I disappointed.,0.072648,0.399742,0.030796,0.000481,0.636855,Sadness
1 Adam Arkin is more whiny than Ross Geller from Friends 2 A great cast is wasted Kenneth Mars Alan Arkin Ed McMahon Pat Morita Louis Nye with this amateurish script.,0.285572,0.245422,0.199743,0.110991,0.225473,Anger
3 The movie suffers from horrible pacing.,0.070881,0.106148,0.257167,0.001011,0.675514,Sadness
It jumps around through in a jumbled confusing manner.,0.380348,0.209604,0.115094,0.223761,0.069472,Anger
4 The story doesnt even make sense.,0.215268,0.101409,0.19393,0.010696,0.605023,Sadness
Why does he want to break the football streak What about the stupid violin music None of it is explained.,0.505577,0.176037,0.122427,0.003013,0.379644,Anger
5 Its not even funny.,0.299887,0.37136,0.076947,0.000313,0.451273,Sadness
Its like a bunch of accountants trying to do improv saying Lookit me Lookit me Im being funny This was a bad attempt at making another Love At First Bite.,0.049721,0.531377,0.073204,0.1371,0.21666,Disgust
I like Larry Cohen movies but man he failed here.,0.161056,0.35072,0.108185,0.011967,0.522811,Sadness
I couldnt wait for the credits to roll.,0.077216,0.022192,0.053221,0.349894,0.332979,Joy
Miles apart in vision but it is a scene of great rush and excitement nonetheless.,0.043143,0.104072,0.052625,0.488002,0.169802,Joy
A magnificent opening sequence also takes place where a furry squirrellike critter attempts to hide his precious acorn.,0.068173,0.24231,0.238222,0.155434,0.285589,Sadness
Youve probably seen this scene in the trailer but as it takes place he starts a domino effect when the mountain starts cracking and results an avalanche.,0.04969,0.125898,0.474174,0.040249,0.374657,Fear
The horror just keeps going as the critter tries to outrun the impossible.,0.023471,0.058587,0.689232,0.001609,0.312342,Fear
The movie traces two characters a mammoth named Manfred Ray Romano and a bucktoothed sloth John Leguizamo as they try to migrate south.,0.201537,0.427995,0.037212,0.132983,0.23668,Disgust
They find a human baby they adopt and then decide to track the parent figures down to return to them.,0.114743,0.240016,0.038277,0.437371,0.075855,Joy
They are joined by a saber tiger named Diego Denis Leary whose predatory intentions is to bring the baby to his tiger clan by leading the mammoth and the sloth into a trap.,0.093343,0.462642,0.237219,0.095743,0.176218,Disgust
Diegos meateating family wants the mammoth most of all but Diegos learned values of friendship make easy what choice to ultimately make at the end.,0.039292,0.035138,0.027074,0.632341,0.127221,Joy
Characters contemplate on why theyre in the Ice Age while they could have called it The Big Chill or the Nippy Era.,0.057318,0.138757,0.207219,0.240561,0.270687,Sadness
Some characters wish for a forthcoming global warming.,0.127093,0.092936,0.139847,0.130144,0.481267,Sadness
Another great line about the mating issues between girlfriends All the great guys are never around.,0.421663,0.130304,0.041476,0.215385,0.164345,Anger
The sensitive ones get eaten.,0.141222,0.238585,0.143697,0.161192,0.306148,Sadness
Throwaway lines galore whimsical comedy and lightfingered adventure makes this one pretty easy to watch.,0.03951,0.025166,0.01817,0.633661,0.140083,Joy
Also food is so scarce for the nice vegetarians that they consider dandelions and pine cones as good eating.,0.021062,0.299443,0.041922,0.364944,0.157312,Joy
The vocal talents of Romano Leguizamo and Leary make good on their personas while the children will delight in their antics the adults will fancy their riffs on their own talents.,0.030342,0.09892,0.04051,0.567942,0.124266,Joy
The animators also make majestic use of background landscapes that are coolly fantastic.,0.013475,0.055467,0.062316,0.707894,0.052346,Joy
Freeway Killer Is a Madman who shoots people on the freeway while yelling a bunch of mystical chant on a car phone.,0.441354,0.323028,0.198922,0.003756,0.255547,Anger
The police believe he is a random killer but Sunny the blond heroine played by Darlanne Fluegel detects a pattern.,0.188471,0.142659,0.153931,0.187465,0.29485,Sadness
So does the excop played by James Russo and they join forces and bodies in the search for the villain who has done away with their spouses.,0.14535,0.345389,0.419714,0.048944,0.17605,Fear
This movie features an o. score and a not bad performance by David Muir as Dr.,0.065589,0.113394,0.201973,0.243484,0.27859,Sadness
The beginning and end credits show along with the most of the actors and the special effects that this is a low budget movie.,0.056514,0.134505,0.16098,0.039221,0.656796,Sadness
There is nothing in this movie that you could not find in other mad scientist horrorcomedy or low budget movies.,0.314336,0.240147,0.112321,0.001586,0.514646,Sadness
Not special for any nude scene buffs or bad movie lovers either.,0.110073,0.478277,0.155807,0.032288,0.360882,Disgust
This movie is simply here.,0.110257,0.104907,0.109338,0.315519,0.243111,Joy
Anne Ramsey and Phillis Diller are nothing to get excited about as well.,0.028616,0.005898,0.035472,0.75155,0.071889,Joy
If you are curious as I was and can actually find this you will realize the truth of the one line summary.,0.130034,0.074747,0.092377,0.09641,0.588912,Sadness
I love the book Jane Eyre and have seen many versions of it.,0.026617,0.061879,0.049402,0.568322,0.146227,Joy
All have their strong points and their faults.,0.324247,0.196376,0.121057,0.071576,0.375527,Sadness
However this was one of the worst I have seen.,0.145627,0.634322,0.255127,0.003799,0.154128,Disgust
I didnt care about Jane or Mr. Charlotte Gainsbourg Jane was almost tolerable and certainly looked the plain part but she had no emotion in any of her lines.,0.278385,0.298235,0.197592,0.033561,0.346348,Sadness
I couldnt imagine what Mr. Rochester saw in her.,0.141411,0.319041,0.18014,0.163791,0.206286,Disgust
That brings us to Mr. William Hurt had even less emotion than Jane if that were possible.,0.094492,0.113576,0.380345,0.011991,0.503331,Sadness
How two such insipid people could fall in love is a mystery but it certainly didnt hold my attention.,0.063874,0.190264,0.108747,0.170145,0.414328,Sadness
Perhaps the director Zeffrelli fell asleep during the production.,0.173002,0.055553,0.536398,0.029394,0.304488,Fear
The Timothy Dalton too handsome for Mr. Rochester version is far more faithful to the book but Ciaran Hinds plays the perfect Mr. Rochester in the 1997 AE version which is NOT all that true to the book.,0.03581,0.025696,0.027666,0.659684,0.117042,Joy
Trying to find something positive about this movie Geraldine Chaplain was perfect in her role.,0.040093,0.014786,0.033202,0.717098,0.080569,Joy
Im not a regular viewer of Springers but I do watch his show in glimpses and I think the show is a fine guilty pleasure and a good way to kill some time.,0.209048,0.135902,0.02993,0.34911,0.176485,Joy
