Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
They wouldnt have to be Disneyfied either.,0.185754,0.059827,0.206766,0.066427,0.521321,Sadness
surely theres a middle ground somewhere.,0.287009,0.167567,0.235566,0.028061,0.425349,Sadness
In addition to its character problems the film suffers from that weird syndrome that so many Hollywood movies suffer from.,0.146618,0.078037,0.291744,0.000841,0.609626,Sadness
the syndrome doesnt really have an official name but you might call it Inexplicable Forgiveness Syndrome.,0.419465,0.221084,0.166907,0.034956,0.314012,Anger
as a resultthey love him.,0.00211,0.002042,0.0019,0.948561,0.018388,Joy
Again without so much as an Oh yeah sorry about that business back there where I you know called you the nword.,0.041092,0.046574,0.486991,0.00344,0.513016,Sadness
So yes Freelancer is addictive but also quite flawed.,0.061096,0.100408,0.079284,0.49128,0.131973,Joy
A great opportunity for me to multitask to check my email or have a chat with my friends and more things like that while I had to wait for the cut scene to be over.,0.144318,0.019944,0.01848,0.381261,0.285058,Joy
The story starts of promising but the further you get the more ridiculous it all gets.,0.586016,0.195044,0.052183,0.023998,0.294716,Anger
Also the game also ends quite abrupt at least it did so for me.,0.075977,0.244431,0.125605,0.030226,0.612115,Sadness
It is quite obvious that they are hinting at a upcoming sequel.,0.212846,0.156336,0.147868,0.185307,0.276854,Sadness
I dont know if a sequel is in the works at the moment but I am sure that most likely I will pick one up once it will be released.,0.104622,0.024398,0.400059,0.013158,0.54116,Sadness
The gameplay is very easy Even for those who are not familiar with flight games.,0.14993,0.298274,0.037336,0.089389,0.466612,Sadness
To put it boldly every fool can play this game.,0.276372,0.480813,0.057904,0.018946,0.34088,Disgust
Yes some levels are quite hard and require lots of effort.,0.170459,0.046429,0.211783,0.214232,0.287559,Sadness
It took me about 12 weeks for me to finish this game which might be a bit too short.,0.111224,0.057431,0.208054,0.127969,0.459129,Sadness
But thank God for the multiplayer option It allows you to keep playing short missions just like the single player game once you have completed it by the way.,0.012805,0.197317,0.016944,0.379379,0.250948,Joy
Even though lots of mission are the same it just simply stays cool to be in the middle of the at times massive dogfights.,0.183624,0.1157,0.286259,0.222247,0.14405,Fear
The graphics are good but just not anything revolutionary or anything.,0.149794,0.03354,0.050889,0.316217,0.315368,Joy
Addictive game but beware of its flaws.,0.159884,0.217569,0.180261,0.045266,0.487164,Sadness
While in Chimayo Bill must contend with an annoying reporter who apparently broadcasts all of her stories in perfect English directly back to America.,0.463582,0.443539,0.041944,0.019694,0.225777,Anger
I guess in the seventies there was a market for news from small South American towns.,0.25502,0.162031,0.157342,0.054957,0.461743,Sadness
A little side action without the evidence.,0.156423,0.236333,0.174242,0.132781,0.316313,Sadness
My hat is off to you Sir.,0.569367,0.107692,0.079326,0.021944,0.350704,Anger
John Carradine rounds out the cast as a priest that believes the monster is sent by God to punish sinners.,0.464495,0.137331,0.051192,0.133959,0.234013,Anger
You can see the contempt he has for being in this movie in his face.,0.07812,0.499081,0.174834,0.087547,0.221765,Disgust
Might as well filmed him running to the local currency exchange to see if his check didnt bounce.,0.065841,0.08477,0.210321,0.324927,0.194212,Joy
Supposedly based on a true story so much so they say it twice in the opening credits this film is awful on all fronts.,0.189219,0.275682,0.11429,0.00421,0.573783,Sadness
The sound quality is nonexistent and most of the scenes seem as if someone smeared tar over the camera before filming.,0.15321,0.523418,0.078561,0.104428,0.201928,Disgust
This is made even more tedious during the many scenes done at night.,0.083797,0.455214,0.087967,0.017886,0.481252,Sadness
The monster itself is laughable as it rears its ugly rubbery head for the anticlimactic ending.,0.118494,0.62398,0.142741,0.011002,0.264541,Disgust
James Mitchum along with his brother Chris are proof that nepotism in the acting industry needs to be curtailed.,0.272699,0.3203,0.098169,0.012054,0.464942,Sadness
Utterly unwatchable dreck.,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
Shame on you John Carradine.,0.258762,0.30065,0.063667,0.055339,0.432907,Sadness
I have to say although this movie was formulaic throughout with a plot stolen from films like Friday the 13thI Know What You Did Last Summer this movie wasnt that bad.,0.133903,0.261945,0.058789,0.13563,0.401874,Sadness
In fact it wasnt as bad as most of the Horror films Hollywood has released recently.,0.026544,0.274473,0.710425,0.017929,0.086877,Fear
The killings although at times a little too imaginative were in most instances just that original.,0.147732,0.494788,0.121111,0.035877,0.326003,Disgust
The cast was mediocre which is to be expected from lowbudget features but much better than what that much bigger studio ArtisanLions Gate has been offering.,0.143656,0.096276,0.073608,0.148689,0.486754,Sadness
My only real complaint that wasnt due to the films budget which must have been small was the contrived twist ending.,0.440627,0.315303,0.118493,0.017808,0.29862,Anger
Im sorry but this is what put this film in the bad category for me.,0.143892,0.426518,0.328242,0.000307,0.302115,Disgust
The ending was just stupid and tacked on.,0.625298,0.105279,0.12643,0.008033,0.296052,Anger
Before that I was a little bored but actually enjoying it.,0.075972,0.113735,0.046357,0.372511,0.254356,Joy
The creativeness of this movie was lost from the beginning when the writers and directors left out a good story line only to substitute with horrible special affects.,0.162203,0.172039,0.063347,0.01959,0.685867,Sadness
This movie seemed to be focused on amusing children but couldnt even accomplish that.,0.065872,0.291309,0.056497,0.153962,0.408132,Sadness
Many small low budget films have the potential to become great movies but this movie is no where near that.,0.132381,0.297217,0.150766,0.17952,0.228523,Disgust
Fortunately this will be another film easily made and easily forgotten.,0.182943,0.266277,0.235162,0.054784,0.365498,Sadness
This movie was probably a chance for the actors to make a little money on the side until their chance came along for a real role in a good movie.,0.025831,0.057242,0.097726,0.475697,0.183891,Joy
Anyone who has a shred of respect for films should avoid seeing this movie at all costs.,0.174083,0.585253,0.129275,0.066122,0.153882,Disgust
This movie is the next segment in the pokemon movies which supplies everything on hopes and dreams of a pokemon warrior named Ash Ketchim and his friends.,0.059194,0.068481,0.122331,0.499211,0.11262,Joy
they go out and they look battle and run into new pokemon and take on new adventures with Pikachu and other pokemon favorites.,0.041028,0.007305,0.084726,0.469709,0.224918,Joy
This adventure takes on with a new pokemon called Celebi a time pokemon.,0.070153,0.019202,0.066226,0.426119,0.253087,Joy
Go join ash Brock and Misty to find all sorts of new things.,0.098521,0.050111,0.104319,0.506304,0.10675,Joy
This movie has taken a lot of stick.,0.293403,0.109435,0.245145,0.120038,0.265301,Anger
It was slated by critics when it came out and was blamed for wrecking Nicolas Cages career.,0.341273,0.31765,0.114603,0.00581,0.415317,Sadness
The thing I dont think people get is that its not meant to be an epic Oscar contender of a movie its just some brilliant Bruckbuster action at its best.,0.041471,0.039514,0.02404,0.680386,0.093412,Joy
Fast cars quick editing and a great soundtrack  it does exactly what it says on the tin.,0.100763,0.160231,0.137092,0.339502,0.161351,Joy
Also for anyone who likes cars its a pure treat.,0.144363,0.297845,0.063318,0.232354,0.22054,Disgust
the only word that sums up this movie is quirky.,0.052322,0.074636,0.097323,0.143664,0.55705,Sadness
its a lighthearted romp through an existential concept.,0.111025,0.088885,0.096495,0.416653,0.163617,Joy
bouncy in more way than one and a bit nutty.,0.198135,0.059608,0.157661,0.246316,0.260253,Sadness
i wouldnt exactly call it grand and unforgettable cinema and it doesnt seem quite as memorable as the directors first movie cube but its a good pit of fluff to watch on a Sunday morning.,0.064435,0.055057,0.051265,0.352078,0.319469,Joy
the acting veers from respectable to annoying at times but i believe thats how it was to be written.,0.668692,0.087429,0.062375,0.109946,0.096547,Anger
done as a serious movie it could perhaps have been great or may very well have stepped into a state of pretension.,0.069328,0.0381,0.325848,0.361074,0.077583,Joy
a little like the matrix meets head meets human nature.,0.053091,0.189111,0.022628,0.543421,0.075781,Joy
8 out of ten.,0.173586,0.137829,0.178435,0.165071,0.320686,Sadness
Contrary to most other comments about Syriana on the IMDb website I and my family found watching this film on DVD at home a complete waste of time and space.,0.487535,0.27918,0.064791,0.080074,0.192625,Anger
In short this was a film based on a script whose writer was being too clever by far.,0.094495,0.414012,0.365863,0.087527,0.12357,Disgust
No sir it does not.,0.185335,0.143429,0.177532,0.135354,0.363997,Sadness
What does make for great viewing is total clarity precision plots and storylines  and characterisations  which have a beginning a middle and an end.,0.152657,0.059154,0.07246,0.466843,0.123321,Joy
This kind of cinematic presentation  akin to the Dim Sum experience in a Chinese restaurant  is pretentious and unintelligent in the extreme.,0.097508,0.145737,0.087381,0.270168,0.298925,Sadness
This is one DVD that this family will not be sitting through again.,0.112635,0.086973,0.078438,0.059935,0.67571,Sadness
It was hard for me to believe all of the negative comments regarding this allstar flick.,0.156413,0.120856,0.060149,0.026501,0.704792,Sadness
I laughed through the entire picture as did my entire family.,0.049688,0.092018,0.037081,0.54403,0.137904,Joy
The movie clearly defined itself as an old time gangster comedythe players were hystericalIll bet they had a good old time while making it.,0.043118,0.223267,0.067089,0.434841,0.113132,Joy
Of course Goldblum and Dreyfuss were greatand how about those Everly sisters each of the two Falcos and the divine music throughout.,0.121561,0.041931,0.032746,0.581542,0.096434,Joy
Rob Reiner made a great laughing limo driver and Gabriel Byrne a laughable neurotic.,0.119487,0.290327,0.194188,0.227019,0.13299,Disgust
Not to mention Gregory Hines Burt Reynolds the Sleepy Joe character and the whole mortuary and grave digger references.,0.121375,0.218617,0.1999,0.019697,0.55547,Sadness
Paul Anka was his usual entertaining self with the added attraction of running scared after Byrne decided to make a duet of his My Way welcome home to Vick performance.,0.014823,0.021938,0.337667,0.451084,0.025783,Joy
I am of the opinion that this movie was a comical tribute to Frank Sinatra and friends.,0.065201,0.079685,0.04405,0.357471,0.302169,Joy
Dreyfuss imitated him well.,0.044,0.013279,0.098828,0.461945,0.212527,Joy
I am also of the opinion that no one of any age would even think of imitating the actions which occurred in this movieits a jokenot a terrifying gangsta film.,0.075661,0.49226,0.41058,0.01507,0.175684,Disgust
The cars and clothing were impressive as was the decorative Vics Place.,0.29372,0.171504,0.241692,0.105438,0.24469,Anger
Truly I think of Mad Dog Time as a musical comedy less harmful than many cartoons TV crime dramas and talk shows.,0.417301,0.345521,0.073306,0.018322,0.325051,Anger
I would recommend the video for an evening of family entertainment.,0.076937,0.065645,0.016668,0.520979,0.172136,Joy
If youre amused by straightfaced goingson that are logical within a given illogical situation youll enjoy this whimsical 8minute Spanish film.,0.065476,0.141978,0.028569,0.622168,0.040854,Joy
A woman enters a small caf.,0.070499,0.333125,0.136382,0.144982,0.314221,Disgust
The scene looks ordinary but the counterman customers and two musicians seem somehow oddly subdued.,0.059482,0.259534,0.055466,0.017305,0.69637,Sadness
Suddenly the musicians play and one man begins to sing the title song  dancing across table tops with musicalcomedy gestures.,0.022568,0.12102,0.094089,0.374168,0.242088,Joy
The customers at first immobile at intervals chime in badly but gamely with phrases from the song read from slips of paper in their palms.,0.190356,0.213729,0.140975,0.131241,0.338381,Sadness
On and off they jump up and dance awkwardly but earnestly in choreographed motions like backup singers.,0.077928,0.084331,0.064022,0.462438,0.168999,Joy
But why the woman wonders.,0.059511,0.616023,0.143993,0.014883,0.306391,Disgust
The answer is revealed as the soloists jacket opens and she sees whats strapped across his chest  just before the explosive climax.,0.105597,0.087001,0.293158,0.227581,0.218292,Fear
Even if you dont catch the songs probably ironical lyrics the situationperfect performances should give you a grin and a chuckle.,0.025878,0.06051,0.183815,0.491415,0.094859,Joy
Id love to see it again.,0.04402,0.014282,0.015655,0.665658,0.125089,Joy
Along with the Maratonci trce pocasni krug from the same director one of the masterpieces of exYugoslavia comedies.,0.067512,0.038997,0.096863,0.453178,0.192569,Joy
If you want to understand Serbian mentality you must see this movie.,0.087077,0.267033,0.066757,0.112759,0.468604,Sadness
And if you want to see several of exYugoslav great actors at the same time this is a opportunity.,0.056575,0.033553,0.024386,0.537157,0.189347,Joy
I MAY have seen an episode or 2 when the show originally aired but when I watched 1 episode on netflix I was also hooked.,0.095832,0.195238,0.042156,0.220061,0.366553,Sadness
I watched the whole series in like 2 days.,0.063576,0.078276,0.047248,0.379658,0.278469,Joy
I really liked Gary Coles character.,0.199981,0.130816,0.125433,0.193514,0.3069,Sadness
First hes thoroughly reprehensible then you start liking the character These things have a thousand uses His folksy Andy Griffith meets Charles Manson meets Satan is great.,0.057384,0.156431,0.134606,0.447081,0.084575,Joy
Charming charismatic smarmy and uh kind of dangerous and by kind of I mean really.,0.139498,0.080376,0.44715,0.093283,0.265154,Fear
I wanna be like HIM when I grow up.,0.204028,0.346613,0.056185,0.060014,0.429552,Sadness
Lucas Black is great too.,0.04142,0.050835,0.0831,0.623103,0.075562,Joy
The accents are great too.,0.035259,0.03194,0.067337,0.696799,0.056195,Joy
Anyway I thought this was one of the best TV shows ever and you owe it to yourself to see it.,0.077796,0.025536,0.013095,0.435895,0.278404,Joy
Ever watched a movie that lost the plot Well this didnt even really have one to begin with.,0.21937,0.074431,0.1102,0.011895,0.68709,Sadness
Add a lead actress who cant act but at least is willing to do some completely irrelevant nude shower scenes and this video is truly nasty but not in the way you hope.,0.064312,0.68037,0.032,0.08961,0.162442,Disgust
After a walk in the woods our victim comes to a rather steep upward slope which they obviously struggle up.,0.253982,0.238413,0.215973,0.007723,0.459875,Sadness
Halfway through they see a figure at the top dressed in black and brandishing a large scythe.,0.103067,0.169458,0.091031,0.374785,0.15148,Joy
What do they do Slide down and run like the rest of us No of course not they struggle to the top and stand conveniently nice and upright in front of the murder weapon.,0.238531,0.39906,0.070956,0.172287,0.141148,Disgust
It really IS only a movie as they say.,0.14354,0.145408,0.065054,0.193421,0.391131,Sadness
As a popular sport surfing was liked by many people.,0.226603,0.236908,0.042174,0.105614,0.426847,Sadness
Just after watched the documentary I realized how dangerous it could be.,0.12103,0.075654,0.368057,0.028855,0.487958,Sadness
In fact the surfers also scared of big waves.,0.011233,0.090545,0.816616,0.003446,0.15184,Fear
Even somebody got killed by it.,0.199475,0.288113,0.143678,0.001366,0.541662,Sadness
But they still kept on surfing and enjoyed themselves.,0.102672,0.080618,0.020906,0.63922,0.05194,Joy
Only brave people can do it.,0.055832,0.517477,0.02296,0.280275,0.053435,Disgust
According to what the surfers said we can clearly knew what they felt when the big wave came at them.,0.039563,0.154908,0.120136,0.123607,0.52417,Sadness
You have to adjust to your best and avoid direct strike from the big wave.,0.068312,0.129279,0.311469,0.218674,0.208827,Fear
When you win it that will obviously bring you huge satisfaction.,0.071261,0.132589,0.013542,0.66212,0.027297,Joy
The amazing cinematography cannot be overlooked.,0.006534,0.016637,0.021116,0.920521,0.002821,Joy
That is absolutely visual enjoyment.,0.157738,0.353635,0.067563,0.260014,0.119796,Disgust
An excellent sports documentary.,0.065363,0.035743,0.020755,0.673984,0.086192,Joy
What starts out as an interesting story quickly disintegrates into nothing.,0.102592,0.100999,0.118973,0.308963,0.250363,Joy
Dont bother watching to the end hoping for an explanation of what is stalking the visitors there is no ending.,0.287274,0.138523,0.234228,0.004237,0.501723,Sadness
No explanation no resolution zip.,0.211783,0.170084,0.054136,0.147482,0.403066,Sadness
This could have been a good movie it they had purchased an entire script.,0.12951,0.070276,0.121872,0.377185,0.175753,Joy
At the distance of the better part of three decades I can still smell the rotting fish that constitute this story line.,0.031493,0.606829,0.020993,0.139739,0.184345,Disgust
Unbelievable plot  that a killer whale carries a grudge against an individual not of the sea  is laughable.,0.308121,0.463645,0.080977,0.037218,0.268454,Disgust
And thats about all except for a completely outofplace love theme that plays over the finish of a film devoid of a love story.,0.011988,0.062473,0.012602,0.597858,0.162894,Joy
At least Charlotte Rampling is lovely in a two dimensional role but Richard Harris just chews up the scenery.,0.066998,0.19071,0.098278,0.356546,0.174958,Joy
He was no Captain Quint Robert Shaw and this is no Jaws.,0.204319,0.196003,0.224295,0.078698,0.362353,Sadness
Mercifully I have put most of it out of mind and when I run across it on television air casts I move on immediately.,0.099385,0.193894,0.286107,0.107027,0.338466,Sadness
Danger Will Robinson See the current t.,0.116415,0.227279,0.571589,0.061165,0.112311,Fear
commercial showing a husband and wife whalewatching Orca  I love Orca.,0.037009,0.47414,0.005406,0.316274,0.077982,Disgust
at least it is over in sixty seconds.,0.166164,0.167399,0.205529,0.04414,0.496164,Sadness
This flick represents 92 minutes of my life that I will never get back.,0.496043,0.1487,0.149567,0.028333,0.325145,Anger
I do have the guts to inform you to please stay away from Dahmer the biographical film based on the reallife story of the grotesque serial killer.,0.296738,0.318564,0.118069,0.015415,0.42387,Sadness
Dahmer strays more in relation to the mentality of its focused subject.,0.267068,0.170954,0.199258,0.044316,0.428677,Sadness
Jeffrey Dahmer who murdered over 15 young males and ate some of their body parts was probably the most incongruous serial killer of our generation.,0.068487,0.716281,0.06169,0.00303,0.286724,Disgust
However the real sick individuals are the filmmakers of this awful spectacle who should have had their heads examined before deciding to greenlight this awful dahm project.,0.440603,0.363588,0.191131,0.000612,0.237028,Anger
This is not an easy film to digest even though Jeffrey would have easily digested it with some fiery brainsadillas appetizers or even some reallife Mr. I acquired this one of my alltime favourite films on DVD recently and as usual during viewing the whole thing just blew me away.,0.110605,0.170442,0.107176,0.272367,0.252985,Joy
I am a massive fan of Hazel OConnor and the soundtrack to this film just has me in tears especially the Will You track.,0.193473,0.496334,0.160185,0.080086,0.171462,Disgust
Its a pure nostalgia trip for me back to my youth.,0.073631,0.015221,0.088494,0.500583,0.166581,Joy
This rates second best to Quadrophenia which also starred Phil Daniels.,0.039387,0.391437,0.042789,0.394755,0.036091,Joy
A great soundtrack and a great view of Britain in the Thatcherite years of the grim 80s in which I grew up.,0.055657,0.163125,0.083274,0.491177,0.08553,Joy
The ending is so sad for hours after the end of the film I am like a blubbering baby.,0.016682,0.130893,0.143607,0.002647,0.786364,Sadness
I expect to wear out this DVD from repeated viewing I can watch it over and over again and never be bored simply for the soundtrack alone.,0.17283,0.205007,0.159113,0.064119,0.466703,Sadness
Hazel sorry to hear about your dad darling.,0.080738,0.095789,0.577985,0.009021,0.343485,Fear
God Bless you all.,0.047686,0.002561,0.026408,0.76487,0.060736,Joy
If you ever see a stand up comedy movie this is the one.,0.140702,0.140954,0.05638,0.349709,0.201592,Joy
You will laugh nonstop if you have any sense of humor at all.,0.167865,0.117047,0.112158,0.370668,0.133321,Joy
This is a once in a lifetime performance from a once in a lifetime performer.,0.08544,0.122241,0.089388,0.366818,0.210235,Joy
This is a stand up standard.,0.387072,0.326508,0.058087,0.08569,0.244297,Anger
How can anybody say that this movie is a comedy If I had not gone with then my finacee I would have fallen asleep and asked for my money back.,0.177185,0.065132,0.388549,0.002044,0.502664,Sadness
I love Gwen Paltrow but it was like she was on the wrong set.,0.062652,0.020092,0.006253,0.501978,0.238523,Joy
I like most chick flicks but I hated this one.,0.38287,0.07464,0.076542,0.025081,0.548394,Sadness
This is the only time I saw so much clevage and was not turned on.,0.197899,0.149332,0.213927,0.039785,0.499974,Sadness
Those outfits were way overdone.,0.15622,0.091849,0.095151,0.354681,0.188613,Joy
No one talks that way anymore and I dont think they even did then.,0.172975,0.094327,0.162859,0.001314,0.6924,Sadness
The dancing part was horrible.,0.068843,0.436394,0.144973,0.011336,0.480521,Sadness
My ex said to me later.,0.404616,0.303067,0.094079,0.028497,0.338136,Anger
Didnt ya like that part Didnt ya think it was sensous I said yes only to spare her feelings.,0.141849,0.178187,0.157935,0.039871,0.565965,Sadness
Now I know why we never married.,0.126416,0.1386,0.088928,0.172575,0.42236,Sadness
This is one of the worst movies I have ever seen.,0.191496,0.534244,0.236833,0.010943,0.2195,Disgust
I have bought the DVD of this version to compare against the current BBC 2005 version which is brilliant.,0.035552,0.3979,0.042055,0.084965,0.462736,Sadness
The 1985 was adapted by Arthur Hopcraft who adapted Tinker Tailor Soldier Spy for TV and who died this year 2005.,0.0953,0.177256,0.056168,0.018852,0.735668,Sadness
I remember great acting especially from Rigg and Elliott and moving music.,0.028152,0.011438,0.053416,0.702731,0.082879,Joy
Music in the 2005 version is far more understated but very telling.,0.127566,0.066459,0.133458,0.129287,0.503376,Sadness
Just to pick up other commentators on a couple of points Richard Carstone is Ada Claires boyfriend not Esthers.,0.172271,0.131654,0.056367,0.381357,0.152122,Joy
Esther had no uncle.,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
Charlie Drake never played Krook in either version nor did he play Toby Esterhase in TTSS Krook is played by comedian Johnny Vegas in the 2005 version.,0.091176,0.124152,0.246693,0.043228,0.556629,Sadness
Toby was played by Bernard Hepton.,0.097214,0.095034,0.148181,0.197854,0.382848,Sadness
Both versions are honourable and admirable adaptations of Dickens great novel.,0.012938,0.046486,0.076492,0.611674,0.110678,Joy
Now read the book Its not perfect and the sentimentality may make you wince at times but I defy you not to cry  and laugh.,0.074041,0.087072,0.121541,0.131921,0.529836,Sadness
The movie is great and I like the story.,0.01705,0.073194,0.021673,0.70492,0.072889,Joy
I prefer this movie than other movie such The cell  sick movie  and Highlander  silly movie .,0.230508,0.17171,0.356341,0.011456,0.389601,Sadness
I just tell the truth I like a reality hehe and also a true story .,0.052032,0.027391,0.01952,0.510948,0.221649,Joy
Lucky me I got a sneak peak at this pathetic little shotinTexas horror flick from Artisan Entertainment a week before it hit video shelves and let me tell you.,0.104786,0.208021,0.408096,0.064107,0.288314,Fear
The killer clown doesnt even show up in the film until near the end and it looks nothing like the demonic depiction of it on the video box aside from being morbidly obese.,0.200794,0.390619,0.10992,0.000445,0.484802,Sadness
It basically spends an hour prancing around in the woods chopping up wood and blabbing nursery rhymes.,0.16623,0.127429,0.087144,0.269322,0.265166,Joy
Doesnt really help that the script is completely and utterly devoid of suspense originality intelligence general coherence or humor.,0.357541,0.35955,0.108801,0.016707,0.347842,Disgust
Also noting that the film has been released here in the US as S. SERIAL INSANE CLOWN KILLER.,0.545933,0.260055,0.23886,0.013574,0.141975,Anger
Its currently catalogued under its original title of GRIM WEEKEND.,0.232268,0.051575,0.107873,0.039067,0.627229,Sadness
Score 1 out of 10.,0.069669,0.023606,0.350622,0.181271,0.293038,Fear
I watched this movie on march 21 this year.,0.088593,0.096219,0.020575,0.394242,0.253645,Joy
Must say disappointment.,0.074771,0.097566,0.140038,0.002345,0.77329,Sadness
But much better than Tridev.,0.067376,0.021858,0.095666,0.518425,0.14506,Joy
Plot is hackneyed.,0.179288,0.135432,0.167491,0.184732,0.294855,Sadness
Tells about Prabhat who lives with his fatherWife and his little brother.,0.266626,0.144868,0.194377,0.139838,0.271763,Sadness
The movie opens when he saves a bride.,0.048536,0.034865,0.144246,0.430819,0.184342,Joy
Azghar Jhurhad makes a plot to kill his young brother.,0.358865,0.130952,0.176914,0.070208,0.348762,Anger
He makes a plan by sending few man.,0.191264,0.247226,0.084928,0.222409,0.22102,Disgust
They come to a school pretended to be Prabhats friends.,0.238059,0.120879,0.188091,0.149296,0.306436,Sadness
Kill that kid.,0.286539,0.314628,0.204226,0.001162,0.398863,Sadness
His father throws him out of the house.,0.39975,0.40295,0.098235,0.003412,0.310828,Disgust
Then later comes back.,0.090125,0.024472,0.240267,0.345508,0.167526,Joy
He and Aakash go to Kenya to find him.,0.108025,0.078681,0.266918,0.157531,0.345647,Sadness
Sunny gives a good performanceChunky was annoying at bestNaseerdun is wasted.,0.755058,0.044401,0.034521,0.116864,0.038475,Anger
Divya did goodSonam was wastedJyotsna was wasted but looked cute.,0.15872,0.119944,0.114524,0.3084,0.204187,Joy
The kid which played Sunnys brother in the movie was cute.,0.03642,0.027349,0.042124,0.620808,0.129832,Joy
Too sad he had to get his character killed.,0.051613,0.041078,0.195663,4.7e-05,0.791746,Sadness
The girl was cute but was annoying.,0.496451,0.225839,0.036642,0.193126,0.058895,Anger
The other kid did good.,0.029548,0.071455,0.064793,0.631771,0.077585,Joy
Alok did good.,0.035215,0.009506,0.029179,0.777591,0.055082,Joy
Kiran was adequate.,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
Amrish and Gulshan did good.,0.03536,0.009692,0.028867,0.779615,0.05398,Joy
The cinematography is excellent in both India and Kenya.,0.041328,0.031971,0.019045,0.573169,0.178243,Joy
Script is weak but has a few good dialogs.,0.525594,0.194408,0.230662,0.06932,0.09949,Anger
The music was alright.,0.108392,0.02044,0.056836,0.471992,0.188499,Joy
I only liked one songSaat Samundar the lyrics of that song was good.,0.031134,0.031123,0.023619,0.641111,0.132247,Joy
The other songs were forgettable.,0.053253,0.057028,0.02519,0.511675,0.194799,Joy
Dont watch this.,0.273558,0.284191,0.143389,0.002346,0.483795,Sadness
How could I best express my feelings about this movie hideous a headache lack of coherent writing plain stupidity Try all of the above for this travesty.,0.351773,0.255291,0.319393,0.007009,0.266897,Anger
And that just for the direction.,0.135504,0.117553,0.151912,0.195787,0.337483,Sadness
Story Well I guess there is a story.,0.0763,0.061409,0.107697,0.19083,0.467208,Sadness
Two dumb blondes look for a job after they crash a plane into a golf course.,0.157843,0.072201,0.166548,0.148423,0.417632,Sadness
They are mistaken for a world renounced assassin sarcasm and are hired by two mobsters.,0.351694,0.096518,0.110652,0.007548,0.574499,Sadness
One thinks taking him out means a date and the other gets the minor actor she dreams of.,0.087261,0.248734,0.130915,0.205237,0.282907,Sadness
And of course the turtle reserve for the farting turtle that they build with the casino winnings.,0.116934,0.431034,0.073772,0.214487,0.139712,Disgust
Sounds likes all this could be funny Guess again.,0.042612,0.069722,0.097804,0.380436,0.255196,Joy
They try to make it funny but its not.,0.145161,0.280848,0.011874,0.426606,0.04837,Joy
Filming sequences arent well done.,0.146262,0.151431,0.314571,0.044245,0.432407,Sadness
Ive seen better filming in Hong Kong movies.,0.071938,0.069144,0.056867,0.560438,0.108882,Joy
Visuals are average for a late 80s film.,0.181736,0.164209,0.342186,0.171924,0.138286,Fear
But the problem is that its a 2007 movie.,0.228825,0.053562,0.139009,0.057591,0.572774,Sadness
Not worth my time to ever watch this again.,0.320359,0.186709,0.068242,0.075184,0.423558,Sadness
It still doesnt beat Danny Glovers Out movie from the early 80s as the worst movie of all time but then again that film is in a class of its own.,0.224016,0.201891,0.333213,0.006262,0.405979,Sadness
Jake Speed 1986 was an amusing parody of Indiana Jones and other adventurer films that were popular during the eighties.,0.105265,0.134915,0.077665,0.43988,0.130069,Joy
Wayne Crawford stars as Jake Speed an adventurer whos always battling evil doers wherever he goes.,0.279029,0.143413,0.184954,0.061085,0.411503,Sadness
With his assistant Desmond Floyd Dennis Christopher they globe trot looking for some action and some decent story lines.,0.14643,0.234054,0.087123,0.313231,0.146014,Joy
The duo meet a young woman named Margaret Karen Kopins whos sister has been kidnapped by an evil white slaver trader John Hurt.,0.190584,0.519297,0.131743,0.03597,0.271725,Disgust
Can she find and convince Jake and Desmond to help her rescue her siblingA sappy and cheesy film that doesnt pretend to be something that its not.,0.061949,0.049556,0.085273,0.466588,0.18335,Joy
I have to give this one a recommendation.,0.164612,0.093968,0.212905,0.173538,0.315726,Sadness
Thats if you enjoy movies that like to have fun and for those who dont take everything at face value.,0.010707,0.044216,0.010066,0.797575,0.052782,Joy
I thoroughly enjoyed this flick.,0.085263,0.070409,0.023873,0.649691,0.062061,Joy
I am of the firm belief that Matt Stone and Trey Parker are comic geniuses of our time.,0.217298,0.118497,0.1203,0.155708,0.363225,Sadness
They have the uncanny ability to add this level of absurdity to pop culture and make it rediculous but in a realistic way .,0.23564,0.110195,0.052546,0.33799,0.168627,Joy
if that makes any sense.,0.168808,0.026697,0.229117,0.221654,0.277091,Sadness
This is mainly what makes South Park soooo funny.,0.068688,0.044423,0.028062,0.613404,0.113067,Joy
Once you get past the fact that it is probably the most vulgar and indiscreet cartoon ever you see in every episode the message that is being conveyed.,0.182301,0.239531,0.176007,0.043482,0.460858,Sadness
That is apparent in BASEketball.,0.16999,0.141433,0.160135,0.194281,0.292802,Sadness
Although it is directed by David Zucker and is utterly rediculous it has a sincere message about corporate America and the disgrace that is major league sports.,0.297028,0.422758,0.134008,0.009687,0.332443,Disgust
I am also a fan of sports so I find this movie hilarious at times because it is so true in that bizarre way that people hate to love.,0.163207,0.278734,0.007432,0.363304,0.104209,Joy
The opening prologue is brilliant.,0.099177,0.082598,0.099397,0.357673,0.227826,Joy
